,Doctor,Review,5 
587,Jaime D. Hernandez| MD,�The best doctor that I have ever met. The entire staff is outstanding.�,5
588,Jaime D. Hernandez| MD,�I have had the best experience with Dr. Hernandez who performed my partial knee replacement surgery. The staff were the best right from admitting to discharge. If you need anything regarding any type of surgery go to SCOI where you won't be disappointed.�,5
589,Ronald P. Karzel| MD,�Great caring| knowledgeable and skilled doctor and staff. � Tom W. �,5
590,Paul M. Simic| MD,�Listened and gave thorough evaluation. Painted realistic picture. Did great work. I am in rehab now with my post-op shoulder and am confident that all will progress as Dr. Simic outlined.�,5
591,Ronald P. Karzel| MD,�Karzel and Burns are awesome!�,5
592,Mark L. Schamblin| MD,�Both Lesley Lucero and Mark Schamblin had been there for me. From the first time I came into my first week after my surgery| I have nothing but the utmost respect for them. They explained everything to not only myself but my family in a way that we were able to understand and appreciate. This team is the best I have ever had during my issues with my right knee.�,5
593,Stephen J. Snyder| MD,�Excellent| the health loop was a great idea to get quick answers to routine questions.�,5
594,Richard J. Spelts| DO| FAAFP,�Hi Dr Spelts - I just wanted to let you know that I did Ironman Chattanooga Sunday. I finished but didn't make the cut off time| but I'm still counting it as a finish. The bike was 4 miles longer| and I only had 16| not 17 hours to finish. It was also 95 degrees. The best thing is| I was able to run at least some of the run| and my knee still feels good today. Thank you for all your help!�,5
595,Babak Barcohana| MD,�Best decision I have ever made was getting a second opinion from Dr. Barcohana| and moving forward with him and his team. He and his team have given me back a life now full of physical activity.�,1
596,Andrew M. Blecher| MD,�Very professional| attentive and personable. Appreciated the way he explained my shoulder issues.�,1
597,William H. Mouradian| MD,�I had back surgery and the follow-up visits have been helpful. I absolutely love the treatment and services provided to me by Dr. Mouradian. He's awesome!�,5
598,Mark H. Getelman| MD,�The staff was very pleasant and forthcoming on all procedures. On the day of surgery| I don't even remember going into the surgery room| and when I came to| I was in the recovery room. Lots of follow up both on the computer and phone calls. They really have their act together.�,5
599,Richard D. Ferkel| MD,�I could not be happier! Dr. Ferkel has a great bedside manner| he makes you feel at ease and he knows his staff is the BEST! I feel safe in his hands. � David K. �,5
600,Richard D. Ferkel| MD,�Dr. Ferkel is as great of a doctor/surgeon as it gets. I highly recommend him. His technical expertise and his patient care are beyond impressive. He is the kind of doctor that we look up to. Thank you Dr. Ferkel. � Marcus P.�,5
601,Christopher D. Hamilton| MD,�Dr. Hamilton was a caring and devoted doctor. If I needed anything else done within his specialty I would use him again. � Teresa S.�,4
602,Brian S. Grossman| MD,�Dr. Grossman has excellent bedside manner and takes the time to explain everything. I had a disk fusion and was in a lot of pain. I am back to normal activities and feeling great!�,5
603,Christopher D. Hamilton| MD,�Dr. Hamilton has replaced my right shoulder and repaired the meniscus in my left knee. I am very happy with my experience and the care given to me during both experiences. I continue to do well and am very pleased with the results. I highly recommend Dr. Hamilton and support staff. � Robert S.�,5
604,David M. Auerbach| MD,�Dr. Molnar treated my aching back in 2014. Dr Auerbach fixed my broken finger in 2015. Dr| Spelts took care of me when I got a concussion in 2016. And Dr| Castaneda also helped my foot tendon to heal in 2016. I didn't miss a beat playing volleyball because of these great sports medicine doctors and their staff. Thank you| SCOI for keeping me in the game! You're #1.�,5
605,Brian S. Grossman| MD,�From my very first call| to my post op appointment| I couldn't be more pleased with the staff at SCOI group| as well as Dr. Grossman. I called on a Friday| they got me in the same day| and I had emergency spine surgery the following Monday. The calming presence that Dr. Grossman has| as well as the knowledge of both him and Shelbie Kirby| made me feel confident throughout the entire process! They truly went above and beyond. I would absolutely recommend the SCOI group... truly a remarkable practice.�,5
606,Christopher D. Hamilton| MD,�Doctor Hamilton was so kind and caring. He put me at ease from our first visit. He and his whole staff made my experience so much better. � Cynthia L.�,4
607,Paul M. Simic| MD,�I have had several opportunities to use the services of SCOI and each one has been quite successful. The latest visit endured for about a year and the doctor was Dr. Paul Simic. Wow| it was far beyond words that I can find to tell you how pleased I was with the kindness and consideration of his mannerism and care. He took care of my every whim personally such as; I had some fears about anesthesia and he had input with the young men who did the injection using Ultra Sound and I was greatly impressed with how smoothly everything went. His staff was equally caring and efficient in taking care of me. I felt like they modeled what Dr. Simic expects from those who take care of his patients. He is the kind of doctor I wish everyone could have because it gives the patient such peace going into surgery| to know just how intensely he cares. He should teach a class on patient-physician rapport. I will be back should I need your services again.�,4
608,Carlos A. Guanche| MD,�I was treated by Dr. Guanche for frozen shoulder. He listened to me and answered my questions completely. I let him know of my fear of needles and when I met the anesthesiologist just before surgery| he had already been made aware of my concern. I felt confident that I would be well taken care of. In fact| the whole staff was professional| personable and human. It was a very pleasant experience. � Karen G.�,5
609,Stephen J. Snyder| MD,�He is the most professional and human doctor. He takes the time with his patients to explain everything before and after surgery. � Ans K.�,4
610,Mark H. Getelman| MD,�Dr. Getelman made me at ease from the first appointment to surgery to recovery and his office checked in with me daily. Very professional!�,5
611,Stephen J. Snyder| MD,�5 Stars times 2 - a Perfect 10! I am 14 weeks post rotator cuff & bicep repair surgery with no pain & almost full range of motion - just have to build lean muscle when the time is right (patience!). I am tremendously grateful to Dr. Snyder - a highly skillful & kind surgeon| as well as to his great medical staff & competent office team. BTW| over the years| Dr. Snyder operated on the shoulders of my very athletic husband and 2 sons. To this day| they all have pain-free shoulders & enjoy all their sports.�,5
612,Richard D. Ferkel| MD,�Dr. Ferkel is as great of a doctor/surgeon as it gets. I highly recommend him. His technical expertise and his patient care are beyond impressive. He is the kind of doctor that we look up to. Thank you Dr. Ferkel. � Marcus P.�,5
613,Christopher D. Hamilton| MD,�Dr. Hamilton was a caring and devoted doctor. If I needed anything else done within his specialty I would use him again. � Teresa S.�,1
614,Brian S. Grossman| MD,�Dr. Grossman has excellent bedside manner and takes the time to explain everything. I had a disk fusion and was in a lot of pain. I am back to normal activities and feeling great!�,5
615,Christopher D. Hamilton| MD,�Dr. Hamilton has replaced my right shoulder and repaired the meniscus in my left knee. I am very happy with my experience and the care given to me during both experiences. I continue to do well and am very pleased with the results. I highly recommend Dr. Hamilton and support staff. � Robert S.�,5
616,Steven A. Schopler| MD,�I have been very pleased with the treatment I have received from SCOI| Dr. Schopler and Emily Fish| PA. I underwent a lumbar fusion and it has been a slow recovery. They have been with me every step of my recovery and I always have been treated with respect and they always clearly explain the treatment plan. I love how they bring up the actual X-ray pictures and show me what has been done and where we are at in the healing process. � Irene M.�,5
617,Mark H. Getelman| MD,�From the first appointment to my last| Dr. Getelman and his staff were wonderful! Professional and compassionate. SHOULD HAVE WENT TO SCOI first!! (This was a second opinion| and I am glad I did).�,1
618,Carlos A. Guanche| MD,�I was treated by Dr. Guanche for frozen shoulder. He listened to me and answered my questions completely. I let him know of my fear of needles and when I met the anesthesiologist just before surgery| he had already been made aware of my concern. I felt confident that I would be well taken care of. In fact| the whole staff was professional| personable and human. It was a very pleasant experience. � Karen G.�,5
619,Todd Shapiro| MD,�Excellent experience for me. Prompt service| friendly| knowledgeable staff. Physician with outstanding credentials and expertise.�,5
620,Mark H. Getelman| MD,�Dr. Getelman made me at ease from the first appointment to surgery to recovery and his office checked in with me daily. Very professional!�,5
621,Stephen J. Snyder| MD,�He is the most professional and human doctor. He takes the time with his patients to explain everything before and after surgery. � Ans K.�,5
622,Jonathan Falakassa| MD,"�Dr. Falakassa is truly a first rate doctor. He takes the time to listen to you and values your input. He explains all options that are possible for your particular situation or condition in clear concise terms. A very intelligent| informed| up-to-date and personable doctor who has your best interests in mind. His ""bedside"" manner is pleasant and congenial without reproach. I would highly recommend Dr. Falakassa to anyone needing his services. You won't be disappointed!�",5
623,Jonathan Falakassa| MD,�Dr. Falakassa is a very knowledgeable and excellent surgeon. His staff is equally highly proficient!!!�,4
624,Jared A. Niska| MD,�Saw Dr. Niska in Valencia for elbow pain. Didn't like the news| but did appreciate the way it was delivered. Dr. Niska was easy to talk to and was personable and appeared knowledgeable.�,4
625,Jared A. Niska| MD,�Doctor was great! Very personable and knowledgeable.�,5
626,Jared A. Niska| MD,�On a scale of 0 to 10 my score was 10. My goal is with doctor Niska to get better and he is making that possible. I have a right doctor which I was looking for a long time.�,4
627,Mark L. Schamblin| MD,�Repaired my right should rotator cuff| surgery and rehab went flawlessly| so happy I got it done. My pain levels after surgery were surprising low| loved the nerve block. Big thanks to Lesley Lucero and all Dr. Schamblin's staff.�,5
628,Carlos A. Guanche| MD,�Excellent service! Everyone was very nice. Expeditious service from all staff.�,5
629,Todd Shapiro| MD,�I see Carrie Alejandro in my appointments because I always go late. Carrie is GREAT she is very easy to talk to. Dr. Shapiro is Awesome too. The organization at your Bakersfield location dose a great job!�,5
630,David M. Auerbach| MD,�I saw Dr. David Auerbach for a 2nd opinion regarding the need for surgery on my left rotator cuff. First let me mention that Dr. Auerbach has been named by Los Angeles magazine several years in a row as a Super Doctor. That is impressive in itself but my firsthand experience with him I found to be even more compelling. i was super impressed with Dr. Auerbach's timely efficient communication with his support staff| his professionalism including his bedside manner| his analysis of the problem with my shoulder and his prompt communication with both me and the first surgical MD. Dr. Auerbach carefully compared the movement of my good shoulder to my injured shoulder and explained in detail to me what he saw as the problem with my injured shoulder. He then followed up with the first MD and together they came up with a plan that put me at ease. Thank you Dr. Auerbach for your commitment and dedication to providing the utmost in quality care.�,5
631,Eric I. Ferkel| MD,�Wishing I went to him sooner! I appreciate his expertise.�,4
632,Eric I. Ferkel| MD,�A great doctor who knows what he is doing.�,5
633,Todd D. Moldawer| MD,�Exceptional care from an Exceptional surgeon! Couldn't have asked for better and grateful I chose him!�,5
634,Richard L. Masserman| MD,�I was very impressed with Dr. Masserman. He knew exactly what I needed to get better.�,5
635,Trevor P. Lynch| MD| FACS,�He is a wonderful and skillful doctor and surgeon. A professional and courteous service form the Doctor and the staff alike. SCOI has been impressively amazing. Thank you Dr.Lynch and staff for taking such good care of me. You are very much appreciated.�,5
636,Trevor P. Lynch| MD| FACS,�Dr. Lynch is exceptional! He knew exactly what was wrong with my hand and how to fix it and he did! I am very appreciative to him.�,5
637,Fadi S. Saied| DO ,�I didn't get to see the Dr. but saw his PA. Or NP but she was wonderful. Spent a great deal of time explaining what to expect and what my responsibilities after surgery were.�,5
638,Michael S. Bahk| MD,�WELL I WAS ACTUALLY SEEN BY DR ASST CORY TAPP. HIS PERSONALITY IS PERFECT FOR A DOCTOR. HIS TREATMENT WAS EFFECTIVE.�,5
639,Babak Barcohana| MD,�The last Doctor was Dr.Hymes that worked on my spine.The first was Dr.Blecher that worked on my knee.He sent me to Doctor Dr.Barcohana that sent me to Dr.Hymes. All were great.�,5
640,Richard J. Spelts| DO| FAAFP,�For several years and most recently in 2016 I have been seeing Dr. Spelts for Hyalgan injections for my right knee. Dr. Spelts has always made the visits enjoyable and a positive experience. I have found Dr. Spelts to always be upbeat and positive when he treats me and he is always willing to spend extra time with me if I have questions for him about my knee and the injections. In my opinion| SCOI is fortunate to have Dr. Spelts on their staff..!�,5
641,Eric I. Ferkel| MD,�Dr. Ferkel is a very kind and warm person that can see the pain you are in and wants to make it better or go away so you can continue to live life at the best of your ability. I was very lucky to have have him treating my condition always asking questions| quick to offer solutions so very appreciative :) THANK YOU Dr. Ferkel�,4
642,David M. Auerbach| MD,�The experience I had at SCOI was great. I arrived a few minutes early and was immediately given forms to fill out. As soon as those were completed I was moved into another room where the history was taken. When that was completed I was sent back to the waiting room but only for a couple of minutes. I was then taken into the examining office. An x-ray technician came in immediately to take me to the x-ray room| where x-rays were immediately taken. I then went back to my room and only waited a minute or two before the doctor came in. The examination was thorough and received good feedback on my medical problems. Upon completion I had been there approximately an hour| maybe longer however only a couple minutes of that was waiting. I am very impressed and would recommend this group and every one of the very professional people I interacted with| from the receptionist to the x-ray tech to the nurses and doctor.�,5
643,A. Elizabeth Bloz�| MD,�I have seen Dr. Bloze for some 20 years and will continue to see her as long as she is in business and I have a need for her services. I insist that any and all nerve conduction tests and studies be done by Dr. Bloze as she has found problems with my body that have been missed by others. Thanks to her my neck fusion as extended to include more vertebrae than anticipated by my surgeon because of Dr. Bloze's knowledge of my history| and complete and thorough dedication to the well-being of her patients. Altho a 4 disc cervical fusion was not something I was looking forward to| I am grateful she caught the problem before I had surgery or a 2nd surgery would have been required. Regardless of where my referring physician is| I INSIST that Dr. Bloze do my nerve conduction studies and always will. It is with complete confidence that not only do I continue to be a patient| I whole heartedly refer her to others.�,5
644,Mark L. Schamblin| MD,�The staff is always very courteous and friendly. The care provided for my daughter was always top-notch during her pre-op| surgery| and post-op. I would highly recommend them.�,4
645,Brian S. Grossman| MD,�Each time I have seen Dr. Grossman or Shelby Kirby the visits have gone very well in that I had a thorough exam and the provider gave me plenty of time.�,5
646,A. Elizabeth Bloz�| MD,�it was great| very fast| direct and took care of my pain.�,5
647,Mark L. Schamblin| MD,�Very pleasant experience. Dr. Shamblin and his staff were very informative and easy to work with. The staff at Bahamas surgical made me very comfortable and we'll informed on what was going on with the procedure.�,5
648,Fadi S. Saied| DO ,�Very good. He is straight forward| honest. Gave me good| understandable advice.�,1
649,Paul M. Simic| MD,�Everything was great. From office staff to the doctor| I felt very well taken care of. :)�,5
650,Christopher D. Hamilton| MD,�Very nice facility and friendly staff. Answered all my questions. The procedure was quick. Dr. Hamilton did a fantastic job. I have been recommending my friends to their facility.�,5
651,Patricia C. McKeever| MD,�Dr. McKeever is a wonderful doctor!! We adore her!!�,5
652,Kamil Erfanian| MD,�Got the issue with my wrist fixed. :)�,5
653,Todd Shapiro| MD,�I actually saw Carrie Alejandro and was very pleased with my visits with her. She was very knowledgeable about my condition and provided several options for me to improve my status without having to resort to surgery.�,5
654,Kamil Erfanian| MD,�SCOI has helped me to get to the bottom of my hand issue. I was referred by my primary Dr trying to solve a painful| weak hand that she and I couldn't solve alone. It was a work issue as well so double situation. I had been turned away other Drs. Once I got started at SCOI/Bakersfield my tests were ordered and I got some in depth answers for my hand issues. Dr Erfanian has been extremely helpful with a listening ear- so appreciated. This gave me the tools I needed to prove that I really had a work related issue and that I needed health care. Thank you SCOI for your very professional organization�,3
655,Babak Barcohana| MD,�Everything went fine.�,5
656,Fadi S. Saied| DO ,�My experience with the physician and his assistants was very positive. Nice people and explained to me in clear terms the problem I had. Overall| a good experience.�,5
657,Mark H. Getelman| MD,�Last year I had some problems swimming| and I found out I had a right shoulder rotator cuff that was disconnected . Dr. Gittleman was able to use orthoscopic surgery to reconnect the tendons that were being shredded by my bone spur on my shoulder. The surgery went very well I was able to use the power of my right arm pool hard during the Australian crawl in swimming. Recently I found out my left shoulder was having the same problem| so I scheduled some surgery for that. Meanwhile we found out that I had some sophisticated cardiac problems that had to be taken care of. So in effect of using blood thinners for that procedure I have to wait six months to get my left shoulder fixed. I'm quite sure that will be taken care of with the same excellent professional orthoscopic surgery as before. When I was talking to my cardiac doctor who had the same rotator cuff surgery but not by orthoscopic means he really felt sorry for me that I had to go through such surgery| but in Dr. Gttleman's hands I think I will have very little difficulty with his noninvasive procedure. Thanks for all the people at SCOI?�,4
658,Richard D. Ferkel| MD,�Very positive experience. Had to wait longer than I anticipated| but the care and the overall experience was exceptional. Dr. Ferkel is extremely professional and very thorough. I feel like I am in great hands.�,4
659,Jonathan S. Jaivin| MD| FACS,�Dr Jaivin and his team are awesome! This has been the best experience I have had with a doctor and his whole team.�,5
660,Steven A. Schopler| MD,�Very satisfied�,5
661,William H. Mouradian| MD,�Dr. Mouradian helped me understand my medical problem and I felt at ease and familiar with him even on the first visit. I am progressing well and a lot faster to recovery than I ever thought possible. I actually look forward to meeting him for an appointment rather than the dread of going to the doctor's office. Thanks much for your attention to detail. Cheers| Dan�,5
662,A. Elizabeth Bloz�| MD,�Love Dr Bloze| she is fantastic and cares for all of my needs. The reception was great as well| I have Zero complaints�,5
663,Todd Shapiro| MD,�Overall my experience was excellent| from the time I started to see Carrie Alejandro and throughout my surgery and discharge| everyone was so friendly and helpful.�,5
664,Michael S. Bahk| MD,�Shoulder surgery successful; follow-up reviews were thorough.�,5
665,Patricia C. McKeever| MD,�I love that Dr. McKeever talks directly to my son (12yo) and makes him accountable for his healing. I respect and appreciate that very much. We are always seen in a timely manner and all of the staff is very friendly and approachable.�,4
666,John L. Etcheverry| DPM,�Dr Etcheverry is a fantastic surgeon very caring and through could not be more pleased with the care I have recieved�,4
667,Fadi S. Saied| DO ,�So far| so good| hip replacement surgery is scheduled for next week. All questions have been answered and I have been very pleased!�,5
668,Fadi S. Saied| DO ,�It was a great having Dr Saied| he was very informative about my knee pain. Took all the time in treating my knee and never pressured me to have my knee replaced. Eventually I needed the surgery and I'm glad I did have the surgery. An I give Dr Saied and his staff and A+ for their professionalism and kindness.�,5
669,David M. Auerbach| MD,�Great services�,5
670,Fadi S. Saied| DO ,�2yrs of pain. i could hardly walk. dr. saied gave me my life back. there are no words to describe the gratitude i feel. with all my heart| thank you dr. saied and all your kind staff for saving me.�,5
671,Carlos A. Guanche| MD,�This is the most professional Dr. i have ever dealt with. He did surgery on my Left hip in March 2016 and I am scheduled for surgery on my right hip tomorrow March 19. I am in good hands!!!!!!!�,5
672,Mark L. Schamblin| MD,�I found office personnel to be friendly| helpful and competent. Dr Schamblin was knowledgeable| with above average communication skills and obviously highly competent as a surgeon| considering this was the second procedure he performed on me ........ I would recommend him in a New York second.�,5
673,Brian S. Grossman| MD,�Dr. Grossman is the best doctor. If you have problems with your back he is the doctor that will take care of you. I just had surgery 2 weeks ago and I could not be happier. He put a big smile on my face. The pain that I had is completely gone. Besides some scheduling problems I would recommend Dr. Grossman. He is knowledgeable and knows what he is doing. His assistant is the best. His whole staff is fantastic. The process is a long one but it was well worth the wait.�,5
674,Fadi S. Saied| DO ,�Friendly| efficient| thorough staff and Doctor.�,5
675,Jonathan Falakassa| MD,�Did two epidurals that were not helpful. Referred to Dr. Jonathan Falakassa. From start to finish through ALIF surgery on L-5| Dr. Falakassa has been superb in every aspect of care. Recovery has been (expectedly) difficult| but Dr. F has been there every step of the way...evaluating and providing personalized care. Even providing me his personal text number. On a scale of 1-10 he is off the chart...10| 12??? You have a gem there. Please provide him every recognition and opportunity for advancement. P.S. FYI| I NEVER give 10's on surveys.�,4
676,Brian S. Grossman| MD,�very positive| was seen in a timely manner and treated with dignity and respect�,5
677,Kamil Erfanian| MD,�It was fine. No procedure| just information for the next step in treatment when necessary.�,5
0,Aaron J. Balgaard| M.D.,�My results and possible treatment options were explained well.�,4
1,Aaron J. Balgaard| M.D.,�Dr. Balgaard was very thorough| explained what was going on and what would be happening. He was very kind and caring. The whole process with the joint replacement class| the notebook filled with questions| answers| exercises| everything I needed to know about knee replacement was addressed. Caring professionals staff heartland Orthopaedics Specialists| and we are so very blessed to have them in our community. Thank you!�,5
2,Aaron J. Balgaard| M.D.,�I was 100% satisfied with the treatment I received from Dr. Balgaard. He was upfront and honest about the outcome he felt I would see if I opted for shoulder surgery vs. natural healing. I went with natural healing. I think I regained almost full range-of-motion with my shoulder. Dr. Balgaard always took the time to answer any questions I would have at my appointments. He is professional. I felt the entire staff at Heartland Orthopedic Specialists were professional and expedient in moving me through my appointments.�,5
3,Aaron J. Balgaard| M.D.,�I broke my arm this past summer. I was referred to Dr. Balgaard. He discussed the options of surgery or natural healing for my situation. I felt he presented this information in a concise manner which helped guide me in my decision. I opted for natural healing. I am extremely happy with the outcome. At all appointments| he took time to answer any questions I had. I felt that he did an excellent job in handling my medical needs. I would highly recommend Dr. Balgaard to anyone needing guidance or surgery for an orthopedic injury.�,5
4,Emily J.M. Monroe| M.D.,�In September I found out I would need surgery on my knee. It turned out to be a little more extensive of a procedure than I was hoping for with a longer recovery than anyone ever wants! I am usually the caretaker| not the who needs to be taken care of. From my very first appointment with Dr. Monroe| I knew I was in great hands. She always entered the room with a smile. She always sat down and made eye contact while talking and was never in a hurry. I was still allowed time for questions and was ever offered to call with any needs or concerns. This was my first experience personally with Heartland Orthopedic Specialists| and I was so impressed on how kind everyone was to me from checking in| to the staff who brought me to my room| and of course Dr. Monroe. What a great addition you have made to your group of surgeons. In the most vulnerable of times| I was made to feel at ease and handled very well cared for. I also want to thank Dawn who prepped me for surgery. I was fighting back the tears the whole time| and she was terrific! Brandon and Scott in PT are the best! Thanks| everyone!�,5
5,Paul A. Dale| M.D.,�Dr. Dale was fast| efficient and professional! He was very skilled and had an excellent bedside manner. He answered my questions. I had confidence going into surgery that all would go well.�,5
6,Siegfried (Sig) Feierabend| M.D.,"�Four weeks ago I had an anterior hip replacement performed by surgeon| Dr. Feierabend at Heartland. I no longer need a walker or a cane. For me| an anterior hip replacement meant faster recovery without as many precautions and fewer pain meds. I have only used over-the-counter pain medicine since I was discharged from the hospital. I am now cleared to ""do anything I want to do."" I am looking forward to long| pain free walks which I have not been able to do for some time. Anterior hip replacement might not be the answer for everyone| but it well worth looking into.�",4
7,Eric W. Nelson| M.D.,�The care I recieved in the hospital after my total knee was excellant all the nurses were so kind and understanding! I had the best care you can get while I was there and Dr. Nelson was also very kind and professional. If I ever have to get the other knee replaced I would go back to Heartland Orthopedic's again.�,5
8,Jefferson C. Brand| M.D.,�Dr. Brand is Great! He was professional| and very concise with his plans for my knee repair. And the staff have always shown their care for my individual situation. My surgery went wonderfully| and I have already felt back to normal| minus a little pain on the same day. Thank you all!�,5
9,Paul A. Dale| M.D.,�I had hip surgery 2 years ago and have no pain now. I go for walks| bowl and have had no problems. Dr. Dale was very helpful with answers to my questions and his care.�,5
10,Timothy E. Lindley| M.D.| Ph.D.,�Dr. Lindsey fused several discs in my neck. He was always very professional| while still appearing to be very caring. I also saw his PA Spaeth several|times| and was extremely thankful for his knowledge and pleasant personality!. He ordered a CT scan that found a brain aneurism and most probably saved my life!�,1
11,Paul A. Dale| M.D.,�Surgery was excellent. Still have a good hip. It hurt like hell| but I did all the exercises.�,5
12,Russell S. Sticha| D.P.M.,�Dr. Sticha was amazing. Very nice and personable| was always polite and answered whatever questions I had. I broke my ankle and leg| the surgery went great and my recovery even greater. I haven't had any problems in 2 years.�,5
13,Eric W. Nelson| M.D.,�Dr. Nelson always took the time to listen to my concerns and was always professional and courteous. He did a great job with my knee replacement. Pre-op appointments| the day of surgery| and post-op followups went as expected and I couldn't be more pleased with my new knee!�,5
14,Timothy E. Lindley| M.D.| Ph.D.,�Dr. Lindley was so easy to talk to and his whole staff is amazing. They took a very scary condition and made it seem a lot less scary. They all listen to my questions and answered them so I could understand. They asked me questions and listen to my answers too. You don't get that everywhere. I really felt like I and my family mattered to them.The hospital care staff that took care of my after surgery were great too. They seemed to really care about me. I was so grateful to everyone that I gave them all cookies for Christmas.�,5
15,Timothy E. Lindley| M.D.| Ph.D.,�Exceptional in every way!�,5
16,Siegfried (Sig) Feierabend| M.D.,�Dr. Feierabend was so helpful. Relieved my pain and did it where I wasn't scared.�,5
17,James E. Andrews Jr.| D.O.,�Great doc and an all around good person.�,5
18,Eric W. Nelson| M.D.,�Dr. Nelson is great. He wants to solve my joint problem and I feel confident in his service.�,5
19,Eric W. Nelson| M.D.,�I'm so glad I chose to see Dr. Nelson. He is amazing and he is so kind. From the bottom of my heart| thank you| Dr. Nelson!�,5
20,Thomas E. Dudley| M.D.| Ph.D.,�Dr. Dudley is an extremely caring physician with a wonderful personality. Dr. Dudley takes time to analyze results and when he provides his conclusion it is concise and explained in a manner that is easily understood. Dr. Dudley ensures that one is comfortable with the outcome and is always willing to answer questions. A little over two years ago he operated on my wife who had sustained a comminuted fracture of the wrist and this past summer he attended to our grand child's broken wrist. (Runs in the family I guess). I would highly recommend Dr. Dudley to anyone.�,5
21,James E. Andrews Jr.| D.O.,�I think I own a room at heartland as I have been there so often. I have always found the personnel to be friendly| efficient and professional. Wait times are minimal and I appreciate that. The doctors have always taken the time to explain things and don't seem to be rushing to get rid of you. At heartland| you are not just a number.�,5
22,Siegfried (Sig) Feierabend| M.D.,�Dr. Feierabend is a great doctor! Makes you feel at ease| Very knowledgeable| Great bedside manner I had a total shoulder with rotator cuff repair. It is coming along great due to the excellent care from Heartland. He will be doing my other Shoulder.�,4
23,Thomas E. Dudley| M.D.| Ph.D.,�My appointment was right on time| we discussed pertinent and helpful information. Was very helpful.�,5
24,Paul A. Dale| M.D.,�I respect Dr. Dale for his knowledge| expertise| and surgical perfection.�,4
25,Siegfried (Sig) Feierabend| M.D.,�Dr. Feierabend was very knowledgeable about my finger condition and with his knowledge it helped me not be as worried about it. I appreciated the time he spent explaining what was going on and what he could do to help.�,5
26,Dennis P. Weigel| M.D.,�Dr Weigel was on call when I ripped my shoulder apart. He was very gentle| polite and compatent. He did a very fine job in caring for me| through healing process.�,5
27,Eric W. Nelson| M.D.,�I fractured my left patella and severed anterior ligaments in the process. Dr Eric put me back together again. During all my follow-up appt's I received excellent| personalized care---I NEVER felt like just a number. I was very happy with the care I received from Dr Eric.�,5
28,Eric W. Nelson| M.D.,�Knowledgable| clear| engaging. Options for knee pain. Cortizone shots in both knees. It worked! Immediate and lasting relief .�,5
29,Thomas E. Dudley| M.D.| Ph.D.,�I appreciate all the care and support that I have been given by Dr. Dudley and all of his staff. When I had my bilateral knee replacement at the Douglas County Hospital| the staff there were excellent as well.�,4
30,Timothy E. Lindley| M.D.| Ph.D.,�Dr. Lindley did an excellent job. I would rate him five. I have never had such a great Doctor. He did a great job with my surgery. I would recommend him to anyone.�,5
31,Timothy E. Lindley| M.D.| Ph.D.,�He and his team have to be one of the best in the state!�,5
32,Timothy E. Lindley| M.D.| Ph.D.,�I found Dr Lindley to be very professional and caring. I had a lot of questions and he took the time to answer each and everyone of them. Never making me feel like I was being rushed. I was always so nervous about having any surgery done to my neck| but he assured me he had done this particular surgery many many times. After talking with him I understood exactly what had to be done and scheduled my surgery. Both my surgery and recovery went really well. I did as I was told following Dr's orders to the letter| and this helped my healing immensely.�,5
33,Timothy E. Lindley| M.D.| Ph.D.,�Dr. Lindsey went over and beyond helping me with my severe pinched nerve.�,5
34,Russell S. Sticha| D.P.M.,�I have been doctoring with my foot/ankle since April| with another foot doctor. My daughter suggested that I should get a second opinion. Since I had knee replacements at your hospital and I am a patient of Dr. Dale| I called for a appointment with your Foot Doctor. What a wonderful Dr. Sticha is| he knew what was wrong with my foot in about 10 minutes| had X-rays that confirmed his diagnosis. Put me in a brace for Adult Aquired Flatfoot. The pain is gone and I am able to go on my walks. God Bless you| Dr. Sticha!!!�,5
35,Timothy E. Lindley| M.D.| Ph.D.,�Dr. Lindley did the following things that impressed me and reassured me that he was a good choice as a surgeon. 1. We traveled to Alexandria from Moorhead because he came highly recommended by people I know and other medical professionals. I will also recommend him to others...I already have. 2. He spent TIME with me and my husband explaining the type of surgery I would have done. Dr. Lindley answered our questions and we both felt reassured that this was a good decision. 3. I have had such a good recovery and followed all instructions that he and James Spaeth gave to me upon leaving the hospital. I'm not doing cartwheels but have returned to all activities. 4. I have NO PAIN!! He is an exceptional surgeon. Thank you Dr. Lindley�,5
36,Timothy E. Lindley| M.D.| Ph.D.,�Good listener. Patient. Reassuring. Extremely competent.�,5
37,Siegfried (Sig) Feierabend| M.D.,�I appreciate so much his candor and sincerity. I believe I can trust him to suggest the best options for me.�,5
38,Siegfried (Sig) Feierabend| M.D.,�Exceptional doctor!!!�,5
39,James E. Andrews Jr.| D.O.,�great�,5
40,Dennis P. Weigel| M.D.,�Everything went perfect with 100% recovery in no time!! Very happy!!�,5
41,Dennis P. Weigel| M.D.,�Everything went perfect with 100% recovery in no time!! Very happy!!�,4
42,James E. Andrews Jr.| D.O.,�Good advice and counseling for a bad knee. Appreciate advice to do surgery only when absolutely necessary!�,5
43,James E. Andrews Jr.| D.O.,�Good advice and counseling for a bad knee. Appreciate advice to do surgery only when absolutely necessary!�,5
44,James E. Andrews Jr.| D.O.,�He listens to me and explains procedures well. He is also likeable�,5
